model	term	observed_direction	gene_level_support_strength	fdr_gene_direction_call	median_hvg_direction_vs_pathway	n_pathway_genes_total	n_pathway_genes_measured_hvg	n_any_fdr05	n_nominal_p05	fraction_any_fdr05	fraction_nominal_p05	n_sig_genes_same_direction_as_pathway	n_sig_genes_opposite_direction_to_pathway	median_pooled_log2cpm_flt_minus_gc	top_gene_examples	review_rationale
soleus_hvg	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	FLT_up	strong	mostly_same_direction	same	259	72	5	13	0.0694444444444444	0.1805555555555555	3	2	0.1115872675394233	Dusp10:+1.28,q=1.03e-06; Fgf7:-0.66,q=1.27e-05; Angpt1:-0.84,q=1.57e-05; Gdnf:+0.87,q=0.000196; Hbegf:+1.58,q=0.0247; Jak2:+0.27,q=0.0506; Areg:+0.29,q=0.0528; Camk2a:+0.51,q=0.115	MAPK signaling is a plausible disuse/stress pathway, but MAPK1/3-specific direction in soleus spaceflight is not directly shown.
soleus_hvg	R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	FLT_up	weak	mostly_same_direction	same	85	16	1	2	0.0625	0.125	1	0	0.0642835601498181	Eda2r:+1.17,q=7.6e-05; Tnfrsf12a:+0.95,q=0.127; Tnfrsf13b:+0.36,q=0.508; Tnfrsf11b:-0.28,q=0.664; Map3k14:+0.37,q=0.672; Relb:+0.21,q=0.902; Tnfrsf13c:-0.03,q=0.921; Ltb:+0.04,q=0.93	NF-kB and inflammatory signaling are recognized in disuse atrophy, but TNFR2 noncanonical signaling is a more specific pathway than the direct evidence supports.
soleus_hvg	R-MMU-1474290_COLLAGEN_FORMATION	FLT_up	moderate	mostly_opposite_direction	opposite	75	51	2	10	0.0392156862745098	0.196078431372549	0	2	-0.0358442469866506	Ctsl:-0.42,q=8.11e-05; Col4a5:-0.79,q=0.0126; ENSMUSG00000028197:-0.47,q=0.113; Col7a1:+0.84,q=0.172; Col11a1:-1.06,q=0.187; Col9a1:+0.22,q=0.194; Col22a1:-0.94,q=0.221; Col11a2:-1.27,q=0.229	Collagen remodeling is supported by unloading and postflight soleus proteomics, but formation versus degradation direction is not consistently resolved.
soleus_hvg	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	FLT_up	strong	mostly_opposite_direction	same	611	164	7	27	0.0426829268292682	0.1646341463414634	0	7	0.1070648420572748	Sgo2a:-0.99,q=2.98e-07; Cyfip2:-1.96,q=1.03e-06; Rhobtb1:-1.19,q=3.96e-06; Stom:-0.59,q=1.22e-05; Fgd4:-0.48,q=0.00133; Fgd3:-1.18,q=0.01; Rhou:-0.42,q=0.0128; Anln:+0.69,q=0.0557	Rho and MIRO biology connects cytoskeletal and mitochondrial remodeling, but this specific Reactome branch is not directly validated in soleus flight studies.
soleus_hvg	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	FLT_up	weak	mostly_same_direction	same	141	31	1	8	0.032258064516129	0.2580645161290322	1	0	0.0743991192207623	Hbegf:+1.58,q=0.0247; Areg:+0.29,q=0.0528; Ldlr:+1.05,q=0.0602; Synj2:+0.36,q=0.11; Adrb2:+0.39,q=0.141; Avpr2:+0.04,q=0.146; Fcho1:+0.33,q=0.209; Tfrc:-0.70,q=0.241	Endocytic trafficking could reflect membrane and receptor turnover during atrophy, but direct clathrin-mediated endocytosis up evidence in soleus flight studies is lacking.
soleus_hvg	R-MMU-5576891_CARDIAC_CONDUCTION	FLT_up	strong	mostly_opposite_direction	opposite	100	41	6	11	0.1463414634146341	0.2682926829268293	1	5	-0.063355632442513	Pln:-2.14,q=6.55e-09; Fxyd6:-1.20,q=1.48e-05; Kcnj2:-0.50,q=0.00189; Casq2:-0.69,q=0.00744; Atp2a2:-0.88,q=0.0199; Slc8a1:+0.54,q=0.0426; ENSMUSG00000057378:-0.64,q=0.107; Camk2a:+0.51,q=0.115	The label is cardiac, but overlapping ion-channel and excitation-coupling genes are relevant to skeletal muscle; direct cardiac-conduction pathway evidence in soleus is absent.
soleus_hvg	R-MMU-9012999_RHO_GTPASE_CYCLE	FLT_up	strong	mostly_opposite_direction	same	413	118	6	18	0.0508474576271186	0.1525423728813559	0	6	0.0753330536174644	Cyfip2:-1.96,q=1.03e-06; Rhobtb1:-1.19,q=3.96e-06; Stom:-0.59,q=1.22e-05; Fgd4:-0.48,q=0.00133; Fgd3:-1.18,q=0.01; Rhou:-0.42,q=0.0128; Anln:+0.69,q=0.0557; Fam13a:-0.52,q=0.09	Rho GTPase cycling is compatible with cytoskeletal and mechanotransduction remodeling, but direct soleus flight direction is not established.
soleus_hvg	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	FLT_up	weak	mostly_opposite_direction	same	200	41	1	8	0.024390243902439	0.1951219512195122	0	1	0.1943758084620759	Cd1d1:-0.89,q=0.00828; Treml4:+0.21,q=0.146; Cd200:-0.61,q=0.16; ENSMUSG00000069609:+0.66,q=0.178; Cd300lg:-0.60,q=0.227; Cd300ld3:+0.65,q=0.239; ENSMUSG00000071068:+0.36,q=0.25; Cd300lf:+0.54,q=0.251	Muscle-immune interactions during modified loading are well supported, but lymphoid/non-lymphoid interaction direction in soleus flight is not directly shown.
soleus_hvg	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	FLT_up	moderate	mostly_opposite_direction	same	199	56	2	10	0.0357142857142857	0.1785714285714285	0	2	0.1890541718659965	Angpt1:-0.84,q=1.57e-05; Grb14:-1.15,q=0.000133; Slc16a3:+1.12,q=0.0608; F2:-0.53,q=0.0692; Slc16a1:-0.45,q=0.152; ENSMUSG00000095079:-0.32,q=0.158; Atp1b2:+0.86,q=0.212; Itga5:+0.70,q=0.254	Vascular-wall interaction terms may reflect immune/ECM remodeling after altered loading, but direct direction in soleus spaceflight is weak.
soleus_hvg	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	FLT_up	weak	mostly_opposite_direction	same	194	63	1	8	0.0158730158730158	0.1269841269841269	0	1	0.0329921380191138	Mchr1:-0.80,q=0.0261; F2:-0.53,q=0.0692; Ccr3:+0.43,q=0.0816; Ackr3:-0.46,q=0.0886; Fpr2:+0.45,q=0.125; Cxcl11:-0.75,q=0.14; Agtr2:-0.10,q=0.145; Avpr2:+0.04,q=0.146	Peptide-ligand receptors include chemokine and GPCR biology that could rise with inflammation, but the pathway is too heterogeneous for direct alignment.
soleus_hvg	R-MMU-422475_AXON_GUIDANCE	FLT_up	moderate	mostly_same_direction	same	256	92	3	17	0.0326086956521739	0.1847826086956521	2	1	0.0930657602898482	Enah:+1.28,q=0.000191; Gdnf:+0.87,q=0.000196; Ank1:-0.35,q=0.01; Rap1gap:-0.63,q=0.0645; Pak1:+0.49,q=0.0983; Cdk5r1:+0.61,q=0.0983; Sema5a:+0.53,q=0.0995; Vldlr:-0.16,q=0.113	Neuromuscular junction and neural remodeling are relevant to unloading, but axon-guidance up direction is not directly established.
soleus_hvg	R-MMU-9013149_RAC1_GTPASE_CYCLE	FLT_up	weak	mostly_opposite_direction	same	173	63	1	7	0.0158730158730158	0.1111111111111111	0	1	0.097274534081774	Cyfip2:-1.96,q=1.03e-06; Fam13a:-0.52,q=0.09; Pak1:+0.49,q=0.0983; Abr:-0.62,q=0.185; Ect2:+0.52,q=0.219; Tiam2:+0.60,q=0.221; Tfrc:-0.70,q=0.241; Iqgap3:+0.53,q=0.266	RAC1/Rho-family signaling plausibly reflects cytoskeletal and immune-cell remodeling, but direct soleus pathway direction evidence is limited.
soleus_hvg	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	FLT_up	strong	mostly_same_direction	same	538	142	7	29	0.0492957746478873	0.204225352112676	4	3	0.1219110636249669	Myog:+1.48,q=2.99e-06; Lgi1:-1.30,q=8.64e-05; Enah:+1.28,q=0.000191; Gdnf:+0.87,q=0.000196; Mef2c:-0.34,q=0.000281; Myf6:+0.66,q=0.00323; Ank1:-0.35,q=0.01; Rap1gap:-0.63,q=0.0645	Space-flown soleus up-regulated myogenic regulatory factors, consistent with developmental/myogenic reprogramming, but the Reactome umbrella is broad.
soleus_hvg	R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	FLT_up	moderate	mostly_opposite_direction	same	151	40	3	6	0.075	0.15	0	3	0.1040664826895285	Ctsl:-0.42,q=8.11e-05; Cd36:-0.63,q=8.11e-05; Map2k6:-0.91,q=0.000911; Tlr1:+0.83,q=0.113; Cd180:+0.68,q=0.225; Tlr9:+0.66,q=0.25; Fos:+0.63,q=0.283; Apob:+0.40,q=0.312	TLR/DAMP inflammatory signaling is plausible during sterile muscle remodeling, and PGC-1 down-regulation can favor inflammatory cytokine programs, but direct TLR up evidence is limited.
soleus_hvg	R-MMU-2559583_CELLULAR_SENESCENCE	FLT_up	moderate	mixed_tie	same	154	50	2	6	0.04	0.12	1	1	0.3415757308958054	Tnik:+0.62,q=7.11e-05; Map2k6:-0.91,q=0.000911; Cdkn1a:+0.88,q=0.109; ENSMUSG00000078249:+0.81,q=0.127; H1f5:+0.82,q=0.241; H2ac11:+0.72,q=0.251; H2ac7:+0.38,q=0.281; Fos:+0.63,q=0.283	Spaceflight stress and proteostasis disruption can promote senescence-like programs, but direct soleus senescence pathway activation is weak.
soleus_hvg	R-MMU-5688426_DEUBIQUITINATION	FLT_up	moderate	mostly_opposite_direction	same	240	41	3	10	0.073170731707317	0.2439024390243902	1	2	0.2921350240229663	Uchl1:-1.48,q=7.36e-05; Rnf128:-0.45,q=0.00518; Usp28:+0.86,q=0.0118; Myc:+1.19,q=0.0584; Otub2:-0.61,q=0.0645; Usp29:+0.36,q=0.0838; Usp2:-0.56,q=0.115; Adrb2:+0.39,q=0.141	Ubiquitin-proteasome regulation is central to atrophy, but deubiquitination-specific direction is not directly established in soleus spaceflight.
soleus_hvg	R-MMU-112316_NEURONAL_SYSTEM	FLT_up	strong	mostly_opposite_direction	same	332	67	6	18	0.0895522388059701	0.2686567164179104	2	4	0.0685640812254805	Kcnq5:+0.52,q=0.000616; Kcnj2:-0.50,q=0.00189; Chrna4:-0.31,q=0.0318; ENSMUSG00000029205:+0.91,q=0.0379; Homer2:-0.61,q=0.0379; Abat:-0.77,q=0.0429; Chrna1:-0.64,q=0.0564; Slc1a1:+0.46,q=0.0589	Neuromuscular instability and neural markers can accompany unloading, but direct neuronal-system up evidence in soleus spaceflight is weak and mixed.
soleus_hvg	R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	FLT_up	weak	mostly_opposite_direction	opposite	61	42	1	9	0.0238095238095238	0.2142857142857142	0	1	-0.109713687061864	Col4a5:-0.79,q=0.0126; ENSMUSG00000028197:-0.47,q=0.113; Col7a1:+0.84,q=0.172; Col11a1:-1.06,q=0.187; Col9a1:+0.22,q=0.194; Col22a1:-0.94,q=0.221; Col11a2:-1.27,q=0.229; Col8a2:-1.00,q=0.317	Collagen biosynthesis/modification fits ECM remodeling, but direct soleus evidence supports collagen shifts rather than uniform biosynthesis up.
soleus_hvg	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	FLT_up	strong	mostly_opposite_direction	same	592	143	6	29	0.0419580419580419	0.2027972027972027	2	4	0.0285526945609142	P2ry1:-0.98,q=0.000459; Fgd4:-0.48,q=0.00133; Pde4d:+0.51,q=0.0016; Fgd3:-1.18,q=0.01; Hbegf:+1.58,q=0.0247; Mchr1:-0.80,q=0.0261; F2:-0.53,q=0.0692; Ccr3:+0.43,q=0.0816	GPCR downstream signaling can couple immune and metabolic remodeling, but pathway-level up support in soleus flight studies is indirect.
soleus_hvg	R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	FLT_down	moderate	mostly_same_direction	same	87	14	2	2	0.1428571428571428	0.1428571428571428	2	0	-0.072061344442337	Abca8b:-0.43,q=0.0145; Abca5:-0.44,q=0.0419; Abcb1a:-0.34,q=0.404; Abcc6:+0.10,q=0.438; Abcc9:-0.18,q=0.51; ENSMUSG00000020865:+0.45,q=0.576; Apoa1:+0.16,q=0.607; Abca2:-0.32,q=0.732	Transport remodeling is plausible during spaceflight muscle adaptation, but ABC-family-specific decrease evidence is not direct.
soleus_hvg	R-MMU-500792_GPCR_LIGAND_BINDING	FLT_down	moderate	mostly_same_direction	opposite	412	97	2	15	0.0206185567010309	0.1546391752577319	2	0	0.0688030147641274	P2ry1:-0.98,q=0.000459; Mchr1:-0.80,q=0.0261; F2:-0.53,q=0.0692; Ccr3:+0.43,q=0.0816; Ackr3:-0.46,q=0.0886; Fpr2:+0.45,q=0.125; Cxcl11:-0.75,q=0.14; Adrb2:+0.39,q=0.141	GPCR ligand binding could reflect chemokine, adrenergic, or metabolic signaling changes in either direction; direct pathway-level direction evidence is weak.
soleus_hvg	R-MMU-449147_SIGNALING_BY_INTERLEUKINS	FLT_down	weak	mostly_same_direction	opposite	277	67	1	7	0.0149253731343283	0.1044776119402985	1	0	0.1440919496335337	Map2k6:-0.91,q=0.000911; Jak2:+0.27,q=0.0506; H3c8:+0.85,q=0.0605; Lifr:-0.53,q=0.0708; Il10:+0.15,q=0.11; H3c10:+1.05,q=0.198; Fos:+0.63,q=0.283; Jun:+0.45,q=0.314	Inflammatory chemokines rise in space-flown soleus, but IL-6 was reported down in long-duration space-flown soleus, so interleukin direction remains mixed.
soleus_hvg	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	FLT_down	moderate	mostly_same_direction	opposite	209	37	4	13	0.1081081081081081	0.3513513513513513	3	1	0.0685640812254805	Kcnj2:-0.50,q=0.00189; Chrna4:-0.31,q=0.0318; ENSMUSG00000029205:+0.91,q=0.0379; Abat:-0.77,q=0.0429; Chrna1:-0.64,q=0.0564; Slc1a1:+0.46,q=0.0589; Slc38a2:+0.70,q=0.0838; Adcy2:-0.45,q=0.107	Neuromuscular remodeling is relevant, and Fzd9 decreased in space-flown soleus, but chemical-synapse transmission is broader than the direct evidence.
soleus_hvg	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	FLT_down	weak	mostly_same_direction	opposite	73	49	1	6	0.0204081632653061	0.1224489795918367	1	0	0.0243182934945174	Col4a5:-0.79,q=0.0126; Col7a1:+0.84,q=0.172; Col9a1:+0.22,q=0.194; Itga5:+0.70,q=0.254; Comp:-1.14,q=0.278; Jam2:-0.42,q=0.285; Col8a2:-1.00,q=0.317; Itga11:-0.60,q=0.359	Reduced load could suppress integrin mechanotransduction, while postflight ECM/cell-junction remodeling can enrich adhesion terms, so the direction is biologically plausible but not directly settled.
soleus_hvg	R-MMU-195258_RHO_GTPASE_EFFECTORS	FLT_down	moderate	mostly_same_direction	opposite	243	63	2	10	0.0317460317460317	0.1587301587301587	2	0	0.3140552761226314	Sgo2a:-0.99,q=2.98e-07; Cyfip2:-1.96,q=1.03e-06; Pak1:+0.49,q=0.0983; ENSMUSG00000020897:+0.59,q=0.164; Myh10:+0.47,q=0.193; Cenpm:+0.29,q=0.206; Plk1:+0.44,q=0.221; Cdca8:+0.48,q=0.239	Reduced load can damp mechanosensitive Rho-effector signaling, while cytoskeletal remodeling can also activate Rho pathways; direct soleus-spaceflight direction remains indirect.
soleus_hvg	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	FLT_down	strong	mostly_opposite_direction	opposite	410	131	5	21	0.0381679389312977	0.1603053435114503	2	3	0.0929215765918975	Cyfip2:-1.96,q=1.03e-06; Fgf7:-0.66,q=1.27e-05; Hspb1:+1.31,q=0.00279; Hbegf:+1.58,q=0.0247; Atp6v0d2:+1.02,q=0.0247; Jak2:+0.27,q=0.0506; Areg:+0.29,q=0.0528; Pak1:+0.49,q=0.0983	Lower broad RTK signaling is compatible with reduced IGF/PI3K/Akt anabolic signaling, but the RTK family includes repair and growth-factor pathways with mixed expected directions.
soleus_hvg	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	FLT_down	moderate	mostly_opposite_direction	opposite	257	92	3	17	0.0326086956521739	0.1847826086956521	1	2	0.0930657602898482	Enah:+1.28,q=0.000191; Gdnf:+0.87,q=0.000196; Ank1:-0.35,q=0.01; Rap1gap:-0.63,q=0.0645; Pak1:+0.49,q=0.0983; Cdk5r1:+0.61,q=0.0983; Sema5a:+0.53,q=0.0995; Vldlr:-0.16,q=0.113	Neuromuscular junction remodeling is relevant and Fzd9, a postsynaptic/NMJ-associated marker, decreased in space-flown soleus, but nervous-system-development is a broad label.
soleus_hvg	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	FLT_down	moderate	mostly_same_direction	opposite	700	114	4	22	0.0350877192982456	0.1929824561403508	3	1	0.096218059423391	Cd36:-0.63,q=8.11e-05; Apol10b:-0.73,q=0.00757; Ank1:-0.35,q=0.01; Hbegf:+1.58,q=0.0247; Areg:+0.29,q=0.0528; Ldlr:+1.05,q=0.0602; Gja5:-0.71,q=0.0757; Plin3:-0.54,q=0.0995	Reduced vesicle-mediated transport could reflect altered membrane and proteostasis remodeling during atrophy, but direct soleus-spaceflight direction evidence is sparse.
soleus_hvg	R-MMU-194138_SIGNALING_BY_VEGF	FLT_down	moderate	mixed_tie	opposite	101	36	2	4	0.0555555555555555	0.1111111111111111	1	1	0.1681718577513822	Cyfip2:-1.96,q=1.03e-06; Hspb1:+1.31,q=0.00279; Pak1:+0.49,q=0.0983; Shc2:-0.54,q=0.249; Prkcd:+0.61,q=0.314; Ncf4:+0.52,q=0.389; Pgf:+0.51,q=0.389; Prkcb:+0.45,q=0.446	Unloading can remodel muscle vasculature and angiogenic programs; a lower VEGF signal could fit capillary regression, but direction varies with recovery and tissue context.
soleus_hvg	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	FLT_down	strong	mixed_tie	opposite	230	68	6	19	0.088235294117647	0.2794117647058823	3	3	0.0925899900907865	Slc38a4:+0.71,q=2.78e-06; Slc40a1:-0.92,q=2.84e-05; Cp:-0.43,q=0.00391; Slc4a4:-0.60,q=0.00464; Slc8a1:+0.54,q=0.0426; ENSMUSG00000021565:+1.36,q=0.0431; Slc1a1:+0.46,q=0.0589; Slc16a3:+1.12,q=0.0608	Unloading and spaceflight alter ion and metabolite transporters in soleus, but SLC families are heterogeneous and direction is not uniform.
soleus_hvg	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	FLT_down	moderate	mostly_same_direction	opposite	109	60	2	9	0.0333333333333333	0.15	2	0	0.0048464344957132	Ctsl:-0.42,q=8.11e-05; Col4a5:-0.79,q=0.0126; Mmp10:+0.65,q=0.127; Col7a1:+0.84,q=0.172; Col11a1:-1.06,q=0.187; Col11a2:-1.27,q=0.229; Capn6:+0.38,q=0.241; Col8a2:-1.00,q=0.317	Prior work supports ECM and collagen remodeling after unloading or spaceflight; lower ECM-degradation signal could fit net matrix accumulation, but degradation direction is not resolved.
soleus_hvg	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	FLT_down	strong	mostly_same_direction	opposite	665	173	19	52	0.1098265895953757	0.3005780346820809	14	5	0.0248554292643281	Pln:-2.14,q=6.55e-09; Slc38a4:+0.71,q=2.78e-06; Stom:-0.59,q=1.22e-05; Fxyd6:-1.20,q=1.48e-05; Lpl:-1.20,q=2.66e-05; Slc40a1:-0.92,q=2.84e-05; Car2:-0.75,q=3.81e-05; Mb:-0.82,q=0.000753	Spaceflight and unloading alter ion and metabolite transporters in soleus, but this umbrella term mixes transporter classes with different expected directions.
soleus_hvg	R-MMU-211859_BIOLOGICAL_OXIDATIONS	FLT_down	strong	mostly_same_direction	same	214	55	9	15	0.1636363636363636	0.2727272727272727	7	2	-0.0732580594221528	Ephx1:-1.18,q=2.98e-07; Acss2:-0.95,q=1.44e-05; Acss1:-0.59,q=0.000477; Gsta2:-0.73,q=0.000979; Arnt2:-1.09,q=0.00335; Aldh1a1:+0.44,q=0.0133; Gsto1:-0.58,q=0.0133; Oplah:-1.00,q=0.0461	Reduced biological-oxidation signal is compatible with impaired oxidative metabolism in flight muscle, but the Reactome term also covers heterogeneous detox/redox biology.
soleus_hvg	R-MMU-1430728_METABOLISM	FLT_down	strong	mostly_same_direction	same	1843	396	47	95	0.1186868686868686	0.2398989898989899	39	8	-0.0023203876707871	Fabp3:-1.46,q=4.79e-09; Ckmt2:-0.96,q=6.55e-09; Cidea:-1.36,q=4.07e-08; Ldhb:-1.32,q=5.92e-08; Idh2:-1.64,q=7.36e-08; Ephx1:-1.18,q=2.98e-07; Nqo1:-1.50,q=2.98e-07; ENSMUSG00000109372:-1.17,q=4.98e-07	Broad metabolism decrease is compatible with reduced oxidative and lipid programs, although glycolytic programs can increase, making the umbrella term directionally mixed.
soleus_hvg	R-MMU-1442490_COLLAGEN_DEGRADATION	FLT_down	moderate	mostly_same_direction	same	48	36	2	8	0.0555555555555555	0.2222222222222222	2	0	-0.0815056479070635	Ctsl:-0.42,q=8.11e-05; Col4a5:-0.79,q=0.0126; Mmp10:+0.65,q=0.127; Col7a1:+0.84,q=0.172; Col11a1:-1.06,q=0.187; Col11a2:-1.27,q=0.229; Col8a2:-1.00,q=0.317; Col26a1:-0.49,q=0.391	Hindlimb unloading shifts soleus collagen isoforms and postflight soleus proteomics shows ECM remodeling; reduced collagen degradation could fit net matrix accumulation, but direct degradation direction is unresolved.
soleus_hvg	R-MMU-372790_SIGNALING_BY_GPCR	FLT_down	strong	mostly_same_direction	opposite	627	155	6	29	0.0387096774193548	0.1870967741935484	4	2	0.0297887708119218	P2ry1:-0.98,q=0.000459; Fgd4:-0.48,q=0.00133; Pde4d:+0.51,q=0.0016; Fgd3:-1.18,q=0.01; Hbegf:+1.58,q=0.0247; Mchr1:-0.80,q=0.0261; F2:-0.53,q=0.0692; Ccr3:+0.43,q=0.0816	GPCR signaling can reflect inflammatory, adrenergic, and metabolic remodeling in either direction; direct soleus-spaceflight evidence for a broad decrease is limited.
