gene_id	length_bp	merged_exon_intervals	chromosomes
ENSMUSG00000027204	12128	65	chr2
ENSMUSG00000027206	4826	15	chr2
ENSMUSG00000027207	8968	18	chr2
ENSMUSG00000027208	4397	4	chr2
ENSMUSG00000027209	2535	17	chr2
ENSMUSG00000027210	12967	20	chr2
ENSMUSG00000027215	4385	17	chr2
ENSMUSG00000027217	9282	18	chr2
ENSMUSG00000027219	4862	19	chr2
ENSMUSG00000027220	9286	8	chr2
ENSMUSG00000027221	13390	8	chr2
ENSMUSG00000027222	3535	8	chr2
ENSMUSG00000027223	4802	13	chr2
ENSMUSG00000027224	4252	8	chr2
ENSMUSG00000027225	1593	6	chr2
ENSMUSG00000027227	2967	10	chr2
ENSMUSG00000027229	3404	10	chr2
ENSMUSG00000027230	2708	12	chr2
ENSMUSG00000027233	2453	18	chr2
ENSMUSG00000027236	6936	11	chr2
ENSMUSG00000027238	8480	20	chr2
ENSMUSG00000027239	1687	6	chr2
ENSMUSG00000027242	9138	15	chr2
ENSMUSG00000027243	9078	3	chr2
ENSMUSG00000027244	10388	21	chr2
ENSMUSG00000027245	7045	2	chr2
ENSMUSG00000027246	2226	11	chr2
ENSMUSG00000027247	9624	16	chr2
ENSMUSG00000027248	4703	15	chr2
ENSMUSG00000027249	4802	12	chr2
ENSMUSG00000027253	10749	36	chr2
ENSMUSG00000027254	12194	8	chr2
ENSMUSG00000027255	5900	15	chr2
ENSMUSG00000027257	7013	7	chr2
ENSMUSG00000027259	10784	10	chr2
ENSMUSG00000027261	5948	11	chr2
ENSMUSG00000027263	10889	18	chr2
ENSMUSG00000027270	3438	6	chr2
ENSMUSG00000027272	10424	52	chr2
ENSMUSG00000027273	10009	21	chr2
ENSMUSG00000027274	8411	8	chr2
ENSMUSG00000027276	5959	25	chr2
ENSMUSG00000027281	6886	12	chr2
ENSMUSG00000027282	9673	14	chr2
ENSMUSG00000027284	11430	37	chr2
ENSMUSG00000027285	3436	8	chr2
ENSMUSG00000027286	6176	6	chr2
ENSMUSG00000027287	7266	16	chr2
ENSMUSG00000027288	12302	23	chr2
ENSMUSG00000027291	9487	22	chr2
ENSMUSG00000027293	4418	11	chr2
ENSMUSG00000027296	9865	8	chr2
ENSMUSG00000027297	3594	16	chr2
ENSMUSG00000027298	6673	22	chr2
ENSMUSG00000027300	10783	10	chr2
ENSMUSG00000027301	539	3	chr2
ENSMUSG00000027303	14049	25	chr2
ENSMUSG00000027304	5843	20	chr2
ENSMUSG00000027305	5104	5	chr2
ENSMUSG00000027306	5955	13	chr2
ENSMUSG00000027309	17017	43	chr2
ENSMUSG00000027312	13241	29	chr2
ENSMUSG00000027313	2594	3	chr2
ENSMUSG00000027314	3947	11	chr2
ENSMUSG00000027315	3264	9	chr2
ENSMUSG00000027316	2165	4	chr2
ENSMUSG00000027317	1268	6	chr2
ENSMUSG00000027318	5442	18	chr2
ENSMUSG00000027322	7143	21	chr2
ENSMUSG00000027323	10311	12	chr2
ENSMUSG00000027324	6019	3	chr2
ENSMUSG00000027326	8544	24	chr2
ENSMUSG00000027327	7772	11	chr2
ENSMUSG00000027329	7769	8	chr2
ENSMUSG00000027330	10189	10	chr2
ENSMUSG00000027331	5873	10	chr2
ENSMUSG00000027332	7706	15	chr2
ENSMUSG00000027333	8972	17	chr2
ENSMUSG00000027335	4166	2	chr2
ENSMUSG00000027338	3337	2	chr2
ENSMUSG00000027339	12562	14	chr2
ENSMUSG00000027340	9492	21	chr2
ENSMUSG00000027341	3683	5	chr2
ENSMUSG00000027342	2400	5	chr2
ENSMUSG00000027344	3327	17	chr2
ENSMUSG00000027345	1346	4	chr2
ENSMUSG00000027346	14112	22	chr2
ENSMUSG00000027347	6170	21	chr2
ENSMUSG00000027349	3724	8	chr2
ENSMUSG00000027350	4088	6	chr2
ENSMUSG00000027351	7764	9	chr2
ENSMUSG00000027353	4840	20	chr2
ENSMUSG00000027355	3164	11	chr2
ENSMUSG00000027356	5859	14	chr2
ENSMUSG00000027357	2632	10	chr2
ENSMUSG00000027358	4633	2	chr2
ENSMUSG00000027359	4680	13	chr2
ENSMUSG00000027360	6875	12	chr2
ENSMUSG00000027361	9167	13	chr2
ENSMUSG00000027363	6427	23	chr2
ENSMUSG00000027364	3866	11	chr2
ENSMUSG00000027365	11374	39	chr2
ENSMUSG00000027366	10773	16	chr2
ENSMUSG00000027367	7835	7	chr2
ENSMUSG00000027368	2125	3	chr2
ENSMUSG00000027371	7086	7	chr2
ENSMUSG00000027374	7087	13	chr2
ENSMUSG00000027375	2824	4	chr2
ENSMUSG00000027376	5187	24	chr2
ENSMUSG00000027377	2010	4	chr2
ENSMUSG00000027378	6819	22	chr2
ENSMUSG00000027379	4548	25	chr2
ENSMUSG00000027380	3221	21	chr2
ENSMUSG00000027381	10112	6	chr2
ENSMUSG00000027384	4035	16	chr2
ENSMUSG00000027386	3515	9	chr2
ENSMUSG00000027387	6187	6	chr2
ENSMUSG00000027394	6175	10	chr2
ENSMUSG00000027395	7815	19	chr2
ENSMUSG00000027397	6191	10	chr2
ENSMUSG00000027398	2601	6	chr2
ENSMUSG00000027399	3486	7	chr2
ENSMUSG00000027400	5228	3	chr2
ENSMUSG00000027401	4147	13	chr2
ENSMUSG00000027403	3402	14	chr2
ENSMUSG00000027404	6013	4	chr2
ENSMUSG00000027405	5089	6	chr2
ENSMUSG00000027406	4163	10	chr2
ENSMUSG00000027408	4686	12	chr2
ENSMUSG00000027409	991	4	chr2
ENSMUSG00000027411	5467	20	chr2
ENSMUSG00000027412	4179	21	chr2
ENSMUSG00000027416	954	4	chr2
ENSMUSG00000027419	11112	13	chr2
ENSMUSG00000027420	2390	8	chr2
ENSMUSG00000027422	9805	28	chr2
ENSMUSG00000027423	4866	13	chr2
ENSMUSG00000027424	5736	3	chr2
ENSMUSG00000027425	7036	13	chr2
ENSMUSG00000027427	7912	9	chr2
ENSMUSG00000027428	2959	8	chr2
ENSMUSG00000027429	6862	25	chr2
ENSMUSG00000027430	4424	13	chr2
ENSMUSG00000027431	760	1	chr2
ENSMUSG00000027433	7298	28	chr2
ENSMUSG00000027434	2875	4	chr2
ENSMUSG00000027435	12224	3	chr2
ENSMUSG00000027438	10679	9	chr2
ENSMUSG00000027439	7342	8	chr2
ENSMUSG00000027442	1393	6	chr2
ENSMUSG00000027443	876	4	chr2
ENSMUSG00000027444	603	3	chr2
ENSMUSG00000027445	1060	3	chr2
ENSMUSG00000027446	2227	5	chr2
ENSMUSG00000027447	1808	6	chr2
ENSMUSG00000027452	7180	16	chr2
ENSMUSG00000027454	1990	11	chr2
ENSMUSG00000027455	7109	11	chr2
ENSMUSG00000027456	7528	11	chr2
ENSMUSG00000027457	11883	8	chr2
ENSMUSG00000027459	4031	5	chr2
ENSMUSG00000027460	2464	10	chr2
ENSMUSG00000027463	3750	7	chr2
ENSMUSG00000027465	4646	11	chr2
ENSMUSG00000027466	11685	13	chr2
ENSMUSG00000027468	628	2	chr2
ENSMUSG00000027469	4711	19	chr2
ENSMUSG00000027470	5753	13	chr2
ENSMUSG00000027472	3392	10	chr2
ENSMUSG00000027474	3806	9	chr2
ENSMUSG00000027475	5643	9	chr2
ENSMUSG00000027478	6199	28	chr2
ENSMUSG00000027479	16127	8	chr2
ENSMUSG00000027480	1279	13	chr2
ENSMUSG00000027481	2092	16	chr2
ENSMUSG00000027482	1308	9	chr2
ENSMUSG00000027483	1644	10	chr2
ENSMUSG00000027484	1089	9	chr2
ENSMUSG00000027485	4351	15	chr2
ENSMUSG00000027487	4835	16	chr2
ENSMUSG00000027488	5269	10	chr2
ENSMUSG00000027489	3454	15	chr2
ENSMUSG00000027490	3462	6	chr2
ENSMUSG00000027495	5645	5	chr2
ENSMUSG00000027496	3907	10	chr2
ENSMUSG00000027498	7460	4	chr2
ENSMUSG00000027499	5632	15	chr3
ENSMUSG00000027500	5782	6	chr3
ENSMUSG00000027502	9052	11	chr2
ENSMUSG00000027505	752	2	chr2
ENSMUSG00000027506	8229	14	chr3
ENSMUSG00000027508	11620	10	chr3
ENSMUSG00000027509	7648	12	chr2
ENSMUSG00000027510	2869	4	chr2
ENSMUSG00000027513	3702	7	chr2
ENSMUSG00000027514	4293	9	chr2
ENSMUSG00000027517	1170	4	chr2
ENSMUSG00000027518	732	4	chr2
ENSMUSG00000027519	9959	9	chr2
ENSMUSG00000027520	12720	7	chr1
ENSMUSG00000027522	4596	9	chr2
ENSMUSG00000027523	12003	19	chr2
ENSMUSG00000027524	4437	6	chr2
ENSMUSG00000027525	7642	20	chr2
ENSMUSG00000027528	851	5	chr3
ENSMUSG00000027530	3991	10	chr3
ENSMUSG00000027531	5957	11	chr3
ENSMUSG00000027533	3667	2	chr3
ENSMUSG00000027534	4982	6	chr3
ENSMUSG00000027536	11068	11	chr3
ENSMUSG00000027540	12515	12	chr2
ENSMUSG00000027544	10715	14	chr2
ENSMUSG00000027546	8668	35	chr2
ENSMUSG00000027547	5632	7	chr2
ENSMUSG00000027550	8024	22	chr3
ENSMUSG00000027551	8717	15	chr2
ENSMUSG00000027552	3990	10	chr3
ENSMUSG00000027555	2501	8	chr3
ENSMUSG00000027556	1902	11	chr3
ENSMUSG00000027559	3093	7	chr3
ENSMUSG00000027560	2449	9	chr2
ENSMUSG00000027562	4405	8	chr3
ENSMUSG00000027564	734	2	chr3
ENSMUSG00000027566	4273	5	chr2
ENSMUSG00000027568	3999	4	chr2
ENSMUSG00000027569	3597	3	chr2
ENSMUSG00000027570	4525	32	chr2
ENSMUSG00000027573	6500	7	chr2
ENSMUSG00000027574	1265	9	chr2
ENSMUSG00000027575	6543	12	chr2
ENSMUSG00000027577	5228	10	chr2
ENSMUSG00000027579	2562	8	chr2
ENSMUSG00000027580	11922	12	chr2
ENSMUSG00000027581	2790	7	chr2
ENSMUSG00000027582	5698	5	chr2
ENSMUSG00000027583	16348	11	chr2
ENSMUSG00000027584	5279	6	chr2
ENSMUSG00000027589	5755	9	chr2
ENSMUSG00000027593	5470	15	chr2
ENSMUSG00000027596	1383	8	chr2
ENSMUSG00000027597	2921	11	chr2
ENSMUSG00000027598	12677	27	chr2
ENSMUSG00000027599	9360	10	chr3
ENSMUSG00000027601	6572	19	chr3
ENSMUSG00000027602	1317	4	chr2
ENSMUSG00000027603	5968	17	chr2
ENSMUSG00000027605	19789	23	chr2
ENSMUSG00000027606	1873	10	chr3
ENSMUSG00000027610	6911	17	chr2
ENSMUSG00000027611	2043	3	chr2
ENSMUSG00000027612	6801	11	chr2
ENSMUSG00000027613	5313	4	chr2
ENSMUSG00000027615	9613	18	chr3
ENSMUSG00000027618	5956	13	chr2
ENSMUSG00000027620	11861	21	chr2
ENSMUSG00000027624	15074	33	chr2
ENSMUSG00000027628	7564	3	chr2
ENSMUSG00000027630	17507	28	chr3
ENSMUSG00000027634	10573	22	chr2
ENSMUSG00000027635	5947	11	chr2
ENSMUSG00000027636	3227	8	chr2
ENSMUSG00000027637	5868	6	chr2
ENSMUSG00000027639	9152	17	chr2
ENSMUSG00000027641	7342	22	chr2
ENSMUSG00000027642	7511	22	chr2
ENSMUSG00000027643	1118	9	chr2
ENSMUSG00000027646	5877	25	chr2
ENSMUSG00000027649	6162	21	chr2
ENSMUSG00000027650	7452	14	chr2
ENSMUSG00000027651	14162	10	chr2
ENSMUSG00000027652	14187	33	chr2
ENSMUSG00000027654	5390	3	chr2
ENSMUSG00000027655	8953	28	chr2
ENSMUSG00000027656	2162	6	chr2
ENSMUSG00000027660	10099	7	chr3
ENSMUSG00000027661	3646	7	chr2
ENSMUSG00000027663	11442	6	chr3
ENSMUSG00000027665	9088	21	chr3
ENSMUSG00000027667	8164	8	chr3
ENSMUSG00000027668	13473	25	chr3
ENSMUSG00000027669	16025	12	chr3
ENSMUSG00000027670	3668	3	chr2
ENSMUSG00000027671	3946	14	chr3
ENSMUSG00000027673	6252	7	chr3
ENSMUSG00000027674	9967	17	chr3
ENSMUSG00000027676	11768	22	chr3
ENSMUSG00000027677	12756	9	chr3
ENSMUSG00000027678	8406	27	chr2
ENSMUSG00000027679	5141	9	chr3
ENSMUSG00000027680	9196	15	chr3
ENSMUSG00000027684	12507	24	chr3
ENSMUSG00000027690	6900	12	chr3
ENSMUSG00000027692	22360	36	chr3
ENSMUSG00000027694	453	2	chr3
ENSMUSG00000027695	14198	34	chr3
ENSMUSG00000027698	6367	11	chr3
ENSMUSG00000027699	5419	25	chr3
ENSMUSG00000027702	3598	13	chr3
ENSMUSG00000027703	2785	9	chr3
ENSMUSG00000027706	7186	10	chr3
ENSMUSG00000027708	12253	13	chr3
ENSMUSG00000027709	15540	21	chr3
ENSMUSG00000027710	10447	18	chr3
ENSMUSG00000027712	8477	11	chr3
ENSMUSG00000027713	1929	3	chr3
ENSMUSG00000027714	4951	9	chr3
ENSMUSG00000027715	4083	9	chr3
ENSMUSG00000027716	6391	12	chr3
ENSMUSG00000027718	5259	3	chr3
ENSMUSG00000027719	3349	13	chr3
ENSMUSG00000027720	1144	4	chr3
ENSMUSG00000027722	8263	23	chr3
ENSMUSG00000027737	15522	14	chr3
ENSMUSG00000027739	3538	2	chr3
ENSMUSG00000027742	11149	24	chr3
ENSMUSG00000027744	2150	7	chr3
ENSMUSG00000027746	6442	8	chr3
ENSMUSG00000027748	9017	14	chr3
ENSMUSG00000027750	8757	23	chr3
ENSMUSG00000027751	8815	26	chr3
ENSMUSG00000027752	4876	6	chr3
ENSMUSG00000027761	2635	8	chr3
ENSMUSG00000027762	1647	3	chr3
ENSMUSG00000027763	20284	15	chr3
ENSMUSG00000027765	4813	2	chr3
ENSMUSG00000027770	13661	21	chr3
ENSMUSG00000027774	7296	19	chr3
ENSMUSG00000027775	3316	17	chr3
ENSMUSG00000027776	1773	6	chr3
ENSMUSG00000027777	6825	15	chr3
ENSMUSG00000027778	12559	21	chr3
ENSMUSG00000027782	13074	20	chr3
ENSMUSG00000027784	10511	5	chr3
ENSMUSG00000027787	10601	18	chr3
ENSMUSG00000027788	2161	5	chr3
ENSMUSG00000027790	7464	48	chr3
ENSMUSG00000027792	6741	6	chr3
ENSMUSG00000027793	2584	9	chr3
ENSMUSG00000027794	2693	11	chr3
ENSMUSG00000027796	5833	9	chr3
ENSMUSG00000027797	21795	24	chr3
ENSMUSG00000027799	33632	60	chr3
ENSMUSG00000027800	4293	8	chr3
ENSMUSG00000027801	2028	8	chr3
ENSMUSG00000027803	11834	7	chr3
ENSMUSG00000027804	6226	11	chr3
ENSMUSG00000027805	6732	5	chr3
ENSMUSG00000027806	11270	5	chr3
ENSMUSG00000027808	4931	3	chr3
ENSMUSG00000027809	8701	14	chr3
ENSMUSG00000027810	9294	17	chr3
ENSMUSG00000027811	2242	2	chr3
ENSMUSG00000027820	11858	26	chr3
ENSMUSG00000027822	6713	8	chr3
ENSMUSG00000027823	9473	17	chr3
ENSMUSG00000027824	6860	6	chr3
ENSMUSG00000027827	12510	23	chr3
ENSMUSG00000027828	4350	4	chr3
ENSMUSG00000027829	10035	8	chr3
ENSMUSG00000027831	7086	15	chr3
ENSMUSG00000027832	2682	3	chr3
ENSMUSG00000027833	3493	7	chr3
ENSMUSG00000027834	8470	16	chr3
ENSMUSG00000027835	5880	14	chr3
ENSMUSG00000027840	5500	5	chr3
ENSMUSG00000027843	6926	23	chr3
ENSMUSG00000027845	8534	2	chr3
ENSMUSG00000027848	6166	3	chr3
ENSMUSG00000027849	5935	10	chr3
ENSMUSG00000027852	7293	5	chr3
ENSMUSG00000027854	10448	2	chr3
ENSMUSG00000027855	6295	33	chr3
ENSMUSG00000027857	4555	4	chr3
ENSMUSG00000027858	5666	10	chr3
ENSMUSG00000027859	2244	6	chr3
ENSMUSG00000027860	10181	12	chr3
ENSMUSG00000027861	5710	13	chr3
ENSMUSG00000027863	1944	4	chr3
ENSMUSG00000027864	10643	11	chr3
ENSMUSG00000027865	9651	17	chr3
ENSMUSG00000027867	9350	50	chr3
ENSMUSG00000027868	5359	13	chr3
ENSMUSG00000027869	1808	4	chr3
ENSMUSG00000027870	9441	11	chr3
ENSMUSG00000027871	5885	4	chr3
ENSMUSG00000027875	5401	11	chr3
ENSMUSG00000027876	1182	6	chr3
ENSMUSG00000027878	11264	35	chr3
ENSMUSG00000027879	6190	7	chr3
ENSMUSG00000027880	1805	10	chr3
ENSMUSG00000027881	9540	6	chr3
ENSMUSG00000027882	9402	18	chr3
ENSMUSG00000027883	6062	16	chr3
ENSMUSG00000027884	6482	13	chr3
ENSMUSG00000027886	5331	7	chr3
ENSMUSG00000027887	5802	7	chr3
ENSMUSG00000027889	5449	17	chr3
ENSMUSG00000027890	2157	8	chr3
ENSMUSG00000027893	11055	10	chr3
ENSMUSG00000027894	11723	16	chr3
ENSMUSG00000027895	5044	5	chr3
ENSMUSG00000027896	4326	11	chr3
ENSMUSG00000027900	8297	11	chr3
ENSMUSG00000027901	7184	14	chr3
ENSMUSG00000027902	1707	12	chr3
ENSMUSG00000027905	6650	13	chr3
ENSMUSG00000027907	2673	5	chr3
ENSMUSG00000027908	2068	3	chr3
ENSMUSG00000027912	949	2	chr3
ENSMUSG00000027913	803	3	chr3
ENSMUSG00000027919	925	2	chr3
ENSMUSG00000027923	647	2	chr3
ENSMUSG00000027925	678	2	chr3
ENSMUSG00000027927	2129	4	chr3
ENSMUSG00000027931	7224	20	chr3
ENSMUSG00000027932	3785	8	chr3
ENSMUSG00000027933	8968	31	chr3
ENSMUSG00000027935	2400	9	chr3
ENSMUSG00000027936	4196	12	chr3
ENSMUSG00000027937	2435	6	chr3
ENSMUSG00000027938	2411	11	chr3
ENSMUSG00000027939	6622	40	chr3
ENSMUSG00000027940	8117	13	chr3
ENSMUSG00000027942	4776	8	chr3
ENSMUSG00000027944	2435	6	chr3
ENSMUSG00000027947	8858	10	chr3
ENSMUSG00000027950	8450	8	chr3
ENSMUSG00000027951	8130	16	chr3
ENSMUSG00000027952	3831	8	chr3
ENSMUSG00000027953	1839	3	chr3
ENSMUSG00000027954	3433	6	chr3
ENSMUSG00000027955	9988	6	chr3
ENSMUSG00000027956	5668	16	chr3
ENSMUSG00000027957	13051	13	chr3
ENSMUSG00000027959	9495	22	chr3
ENSMUSG00000027961	7369	9	chr3
ENSMUSG00000027962	8992	10	chr3
ENSMUSG00000027963	9362	7	chr3
ENSMUSG00000027965	5183	9	chr3
ENSMUSG00000027966	12799	68	chr3
ENSMUSG00000027967	2563	2	chr3
ENSMUSG00000027968	3904	11	chr3
ENSMUSG00000027971	13041	19	chr3
ENSMUSG00000027973	3333	12	chr3
ENSMUSG00000027977	11652	19	chr3
ENSMUSG00000027978	4815	12	chr3
ENSMUSG00000027981	8971	14	chr3
ENSMUSG00000027983	6451	4	chr3
ENSMUSG00000027984	5856	8	chr3
ENSMUSG00000027985	9337	14	chr3
ENSMUSG00000027993	22977	24	chr3
ENSMUSG00000027994	2913	9	chr3
ENSMUSG00000027995	5499	1	chr3
ENSMUSG00000027996	2300	5	chr3
ENSMUSG00000027997	5589	8	chr3
ENSMUSG00000027998	2971	14	chr3
ENSMUSG00000027999	5226	9	chr3
ENSMUSG00000028001	3207	7	chr3
ENSMUSG00000028003	5359	2	chr3
ENSMUSG00000028004	4779	2	chr3
ENSMUSG00000028005	4233	15	chr3
ENSMUSG00000028007	8330	9	chr3
ENSMUSG00000028008	2307	13	chr3
ENSMUSG00000028009	2892	8	chr3
ENSMUSG00000028010	1980	7	chr3
ENSMUSG00000028011	4030	12	chr3
ENSMUSG00000028012	5910	8	chr3
ENSMUSG00000028013	11725	17	chr3
ENSMUSG00000028015	11193	7	chr3
ENSMUSG00000028016	8559	5	chr3
ENSMUSG00000028017	12225	25	chr3
ENSMUSG00000028018	9448	13	chr3
ENSMUSG00000028019	6699	8	chr3
ENSMUSG00000028020	10990	24	chr3
ENSMUSG00000028023	4726	6	chr3
ENSMUSG00000028024	7782	20	chr3
ENSMUSG00000028028	7504	13	chr3
ENSMUSG00000028029	5890	11	chr3
ENSMUSG00000028030	12609	28	chr3
ENSMUSG00000028031	4243	5	chr3
ENSMUSG00000028032	5749	14	chr3
ENSMUSG00000028033	7689	19	chr1
ENSMUSG00000028034	16049	17	chr3
ENSMUSG00000028035	12121	10	chr3
ENSMUSG00000028036	6778	4	chr3
ENSMUSG00000028037	6157	6	chr3
ENSMUSG00000028039	2476	6	chr3
ENSMUSG00000028040	1639	4	chr3
ENSMUSG00000028041	7942	18	chr3
ENSMUSG00000028042	8990	9	chr3
ENSMUSG00000028044	1207	4	chr3
ENSMUSG00000028047	4881	20	chr3
ENSMUSG00000028048	4693	11	chr3
ENSMUSG00000028049	2982	8	chr3
ENSMUSG00000028051	4949	8	chr3
ENSMUSG00000028053	14838	27	chr3
ENSMUSG00000028057	8695	5	chr3
ENSMUSG00000028059	11987	33	chr3
ENSMUSG00000028060	11618	13	chr3
ENSMUSG00000028062	1358	5	chr3
ENSMUSG00000028063	6196	14	chr3
ENSMUSG00000028064	9137	15	chr3
ENSMUSG00000028066	8465	4	chr3
ENSMUSG00000028068	11385	34	chr3
ENSMUSG00000028069	7303	10	chr3
ENSMUSG00000028070	1967	2	chr3
ENSMUSG00000028071	6021	5	chr3
ENSMUSG00000028072	3671	19	chr3
ENSMUSG00000028073	8068	24	chr3
ENSMUSG00000028076	2601	6	chr3
ENSMUSG00000028078	14032	15	chr3
ENSMUSG00000028080	20740	58	chr3
ENSMUSG00000028081	1152	7	chr3
ENSMUSG00000028082	9514	26	chr3
ENSMUSG00000028085	6514	20	chr3
ENSMUSG00000028086	8084	17	chr3
ENSMUSG00000028088	6587	12	chr3
ENSMUSG00000028089	10272	24	chr3
ENSMUSG00000028093	9919	11	chr3
ENSMUSG00000028096	6056	15	chr3
ENSMUSG00000028098	3533	13	chr3
ENSMUSG00000028099	6128	14	chr3
ENSMUSG00000028100	2806	3	chr3
ENSMUSG00000028101	4092	12	chr3
ENSMUSG00000028102	3564	4	chr3
ENSMUSG00000028104	2615	11	chr3
ENSMUSG00000028106	13559	13	chr3
ENSMUSG00000028107	8219	17	chr3
ENSMUSG00000028108	3986	8	chr3
ENSMUSG00000028109	4010	16	chr3
ENSMUSG00000028111	2944	9	chr3
ENSMUSG00000028114	8398	9	chr3
ENSMUSG00000028115	2297	11	chr3
ENSMUSG00000028116	7448	12	chr3
ENSMUSG00000028121	12787	29	chr3
ENSMUSG00000028124	7956	9	chr3
ENSMUSG00000028125	12022	56	chr3
ENSMUSG00000028126	7343	19	chr3
ENSMUSG00000028127	6969	25	chr3
ENSMUSG00000028128	3098	8	chr3
ENSMUSG00000028132	8774	19	chr3
ENSMUSG00000028133	9294	9	chr3
ENSMUSG00000028134	12393	17	chr3
ENSMUSG00000028136	9014	17	chr3
ENSMUSG00000028137	6241	13	chr3
ENSMUSG00000028138	6951	9	chr3
ENSMUSG00000028139	1063	8	chr3
ENSMUSG00000028140	4249	7	chr3
ENSMUSG00000028141	4326	3	chr3
ENSMUSG00000028145	5001	8	chr3
ENSMUSG00000028148	1546	5	chr3
ENSMUSG00000028149	11722	20	chr3
ENSMUSG00000028150	3821	14	chr3
ENSMUSG00000028152	14145	18	chr3
ENSMUSG00000028156	6094	10	chr3
ENSMUSG00000028158	7074	23	chr3
ENSMUSG00000028159	5572	13	chr3
ENSMUSG00000028161	11181	26	chr3
ENSMUSG00000028163	12848	28	chr3
ENSMUSG00000028164	12778	22	chr3
ENSMUSG00000028165	7730	4	chr3
ENSMUSG00000028167	4494	12	chr3
ENSMUSG00000028172	3775	5	chr3
ENSMUSG00000028173	13573	16	chr3
ENSMUSG00000028174	1944	16	chr3
ENSMUSG00000028175	3818	13	chr3
ENSMUSG00000028176	12853	28	chr3
ENSMUSG00000028177	2292	5	chr3
ENSMUSG00000028179	4840	18	chr3
ENSMUSG00000028180	8959	9	chr3
ENSMUSG00000028182	5233	10	chr3
ENSMUSG00000028184	19786	27	chr3
ENSMUSG00000028185	3076	9	chr3
ENSMUSG00000028186	5627	9	chr3
ENSMUSG00000028187	7961	9	chr3
ENSMUSG00000028188	8491	17	chr3
ENSMUSG00000028189	10798	8	chr3
ENSMUSG00000028191	5653	4	chr3
ENSMUSG00000028194	6008	10	chr3
ENSMUSG00000028195	2032	5	chr3
ENSMUSG00000028197	7625	61	chr3
ENSMUSG00000028199	8776	12	chr3
ENSMUSG00000028207	18540	39	chr4
ENSMUSG00000028211	7345	5	chr4
ENSMUSG00000028212	5621	12	chr4
ENSMUSG00000028214	2582	6	chr4
ENSMUSG00000028217	4541	19	chr4
ENSMUSG00000028218	5627	12	chr4
ENSMUSG00000028221	4178	9	chr4
ENSMUSG00000028222	7086	11	chr4
ENSMUSG00000028223	6455	13	chr4
ENSMUSG00000028224	3636	17	chr4
ENSMUSG00000028226	15154	12	chr4
ENSMUSG00000028228	10783	17	chr4
ENSMUSG00000028229	12471	7	chr4
ENSMUSG00000028232	7003	11	chr4
ENSMUSG00000028233	12243	14	chr4
ENSMUSG00000028234	7205	4	chr4
ENSMUSG00000028236	1568	7	chr4
ENSMUSG00000028238	2728	9	chr4
ENSMUSG00000028240	4174	6	chr4
ENSMUSG00000028243	9538	15	chr4
ENSMUSG00000028244	1036	5	chr4
ENSMUSG00000028245	9490	34	chr4
ENSMUSG00000028246	10104	7	chr4
ENSMUSG00000028247	8343	10	chr4
ENSMUSG00000028248	14156	7	chr4
ENSMUSG00000028249	8005	15	chr4
ENSMUSG00000028251	3111	4	chr4
ENSMUSG00000028252	6401	16	chr4
ENSMUSG00000028255	3777	15	chr3
ENSMUSG00000028256	12613	15	chr3
ENSMUSG00000028259	7932	8	chr4
ENSMUSG00000028261	3906	2	chr4
ENSMUSG00000028262	3974	14	chr3
ENSMUSG00000028264	1603	8	chr4
ENSMUSG00000028266	4523	8	chr3
ENSMUSG00000028268	4248	10	chr3
ENSMUSG00000028270	2561	11	chr3
ENSMUSG00000028271	4679	8	chr3
ENSMUSG00000028273	12620	23	chr3
ENSMUSG00000028274	15266	21	chr4
ENSMUSG00000028277	4366	8	chr4
ENSMUSG00000028278	8003	9	chr4
ENSMUSG00000028280	2385	11	chr4
ENSMUSG00000028282	6848	11	chr4
ENSMUSG00000028284	11594	20	chr4
ENSMUSG00000028287	1284	2	chr4
ENSMUSG00000028289	12538	21	chr4
ENSMUSG00000028291	8187	5	chr4
ENSMUSG00000028292	10551	25	chr4
ENSMUSG00000028293	2730	13	chr4
ENSMUSG00000028294	2562	14	chr4
ENSMUSG00000028295	3067	7	chr4
ENSMUSG00000028298	1256	7	chr4
ENSMUSG00000028300	8112	12	chr4
ENSMUSG00000028307	6833	10	chr4
ENSMUSG00000028309	9023	19	chr4
ENSMUSG00000028310	3387	2	chr4
ENSMUSG00000028312	5674	25	chr4
ENSMUSG00000028314	2782	3	chr4
ENSMUSG00000028318	7503	18	chr4
ENSMUSG00000028322	2354	5	chr4
ENSMUSG00000028327	9781	20	chr4
ENSMUSG00000028328	5346	22	chr4
ENSMUSG00000028329	12092	9	chr4
ENSMUSG00000028330	6678	23	chr4
ENSMUSG00000028331	5067	6	chr4
ENSMUSG00000028332	2511	5	chr4
ENSMUSG00000028333	3101	8	chr4
ENSMUSG00000028334	4615	8	chr4
ENSMUSG00000028337	6459	15	chr4
ENSMUSG00000028339	6940	46	chr4
ENSMUSG00000028341	5987	9	chr4
ENSMUSG00000028343	9329	16	chr4
ENSMUSG00000028344	16043	19	chr4
ENSMUSG00000028345	8744	18	chr4
ENSMUSG00000028347	4189	11	chr4
ENSMUSG00000028348	2608	2	chr4
ENSMUSG00000028351	12416	12	chr4
ENSMUSG00000028354	8656	20	chr1
ENSMUSG00000028356	1409	11	chr4
ENSMUSG00000028357	3410	14	chr4
ENSMUSG00000028358	9852	20	chr4
ENSMUSG00000028359	1964	3	chr4
ENSMUSG00000028360	10310	27	chr3
